#chrom	start	end	strand	gene	gene_id	transcripts
chr1	14801406	14805206	-	LOC105376759	LOC105376759	1
chr1	14823120	14833064	-	LOC124903848	LOC124903848	1
chr1	14888739	14911700	-	LOC107985469	LOC107985469	1
chr1	14922371	14923891	-	LOC124903849	LOC124903849	1
chr1	15111814	15152464	-	TMEM51-AS1	TMEM51-AS1	1
chr1	15152565	15220478	+	TMEM51	TMEM51	9
chr1	15164191	15171624	-	TMEM51-AS2	TMEM51-AS2	2
chr1	15191756	15193125	-	MFFP1	MFFP1	1
chr1	15226363	15227243	+	ZBTB2P1	ZBTB2P1	1
chr1	15236520	15403010	+	FHAD1	FHAD1	43
chr1	15287355	15291933	-	LOC124903853	LOC124903853	1
chr1	15316843	15323082	-	LOC124903852	LOC124903852	1
chr1	15326679	15343883	-	FHAD1-AS1	FHAD1-AS1	2
chr1	15334523	15340926	-	LOC124903851	LOC124903851	1
chr1	15402978	15412312	-	EFHD2-AS1	EFHD2-AS1	6
chr1	15409887	15430339	+	EFHD2	EFHD2	3
chr1	15438442	15449242	+	CTRC	CTRC	2
chr1	15456731	15472091	+	CELA2A	CELA2A	1
chr1	15463514	15467505	-	LOC105376767	LOC105376767	1
chr1	15476103	15491395	+	CELA2B	CELA2B	1
chr1	15491400	15524912	-	CASP9	CASP9	9
chr1	15526847	15571733	+	DNAJC16	DNAJC16	3
chr1	15542165	15542304	+	SCARNA21B	SCARNA21B	1
chr1	15571698	15585051	-	AGMAT	AGMAT	1
chr1	15588221	15603543	-	LOC124903854	LOC124903854	1
chr1	15604527	15605314	+	CHCHD2P6	CHCHD2P6	1
chr1	15607762	15607806	-	LOC124904764	LOC124904764	1
chr1	15608077	15608145	-	RNU7-179P	RNU7-179P	1
chr1	15609981	15614946	-	CD24P1	CD24P1	1
chr1	15617457	15669044	+	DDI2	DDI2	1
chr1	15659712	15662033	+	RSC1A1	RSC1A1	1
chr1	15681505	15734769	+	PLEKHM2	PLEKHM2	5
chr1	15736257	15741392	+	SLC25A34	SLC25A34	3
chr1	15740050	15749890	-	SLC25A34-AS1	SLC25A34-AS1	1
chr1	15742498	15747982	+	TMEM82	TMEM82	1
chr1	15756637	15786589	+	FBLIM1	FBLIM1	43
chr1	15792726	15793339	+	RPL12P14	RPL12P14	1
chr1	15807373	15807649	-	UQCRHL	UQCRHL	1
chr1	15828211	15828733	+	RPS16P1	RPS16P1	1
chr1	15834214	15848147	-	SPEN-AS1	SPEN-AS1	1
chr1	15847706	15940456	+	SPEN	SPEN	1
chr1	15910896	15910997	+	LOC124904815	LOC124904815	1
chr1	15941868	15976101	-	ZBTB17	ZBTB17	10
chr1	15949930	15967643	+	LOC124903855	LOC124903855	2
chr1	16004235	16008807	+	SRARP	SRARP	1
chr1	16014028	16019594	-	HSPB7	HSPB7	8
chr1	16022035	16034050	+	CLCNKA	CLCNKA	3
chr1	16034509	16040031	-	FAM131C2P	FAM131C2P	1
chr1	16043781	16057326	+	CLCNKB	CLCNKB	2
chr1	16057768	16073651	-	FAM131C	FAM131C	1
chr1	16124336	16156069	-	EPHA2	EPHA2	6
chr1	16155214	16185420	+	EPHA2-AS1	EPHA2-AS1	1
chr1	16197853	16212652	-	ARHGEF19	ARHGEF19	3
chr1	16215906	16226931	-	ANO7L1	ANO7L1	11
chr1	16231691	16237183	-	CPLANE2	CPLANE2	2
chr1	16241079	16241440	-	MT1XP1	MT1XP1	1
chr1	16246839	16352480	-	FBXO42	FBXO42	5
chr1	16367241	16398145	+	SZRD1	SZRD1	6
chr1	16369092	16369551	-	RPL22P3	RPL22P3	1
chr1	16395676	16437842	-	SPATA21	SPATA21	10
chr1	16440723	16460078	+	NECAP2	NECAP2	5
chr1	16460947	16468481	+	LINC01772	LINC01772	2
chr1	16467435	16492701	-	CROCCP3	CROCCP3	1
chr1	16514121	16514285	-	RNU1-1	RNU1-1	1
chr1	16520584	16520658	-	TRN-GTT5-1	TRN-GTT5-1	1
chr1	16533890	16535652	-	LINC01783	LINC01783	1
chr1	16534080	16534224	-	RNU1-6P	RNU1-6P	1
chr1	16535278	16535350	-	TRE-TTC4-1	TRE-TTC4-1	1
chr1	16538985	16539663	+	LOC124903856	LOC124903856	1
chr1	16545938	16546009	-	TRG-CCC1-1	TRG-CCC1-1	1
chr1	16547664	16547737	-	TRV-CAC11-1	TRV-CAC11-1	1
chr1	16548650	16551230	-	PDE4DIPP8	PDE4DIPP8	1
chr1	16553461	16553533	+	LOC101056699	LOC101056699	1
chr1	16562322	16613564	-	NBPF1	NBPF1	1
chr1	16618255	16630906	-	CROCCP2	CROCCP2	1
chr1	16632278	16646683	-	LOC124900386	LOC124900386	6
chr1	16645573	16650420	+	MST1P2	MST1P2	1
chr1	16666784	16666948	-	RNU1-3	RNU1-3	1
chr1	16672505	16673512	+	LOC124903857	LOC124903857	1
chr1	16678270	16678341	-	TRG-CCC4-1	TRG-CCC4-1	1
chr1	16683090	16686249	-	EIF1AXP1	EIF1AXP1	1
chr1	16691217	16720157	-	ESPNP	ESPNP	1
chr1	16699996	16705455	+	LOC124903858	LOC124903858	3
chr1	16725565	16725638	+	TRV-CAC13-1	TRV-CAC13-1	1
chr1	16727284	16727355	+	TRG-CCC5-1	TRG-CCC5-1	1
chr1	16737349	16740485	-	LOC124903859	LOC124903859	1
chr1	16740515	16740679	+	RNU1-4	RNU1-4	1
chr1	16750234	16750964	+	CROCCP4	CROCCP4	1
chr1	16757119	16764480	-	MST1L	MST1L	1
chr1	16856710	16859284	+	PDE4DIPP9	PDE4DIPP9	1
chr1	16858948	16859021	-	MIR3675	MIR3675	1
chr1	16860197	16860270	+	TRV-CAC11-2	TRV-CAC11-2	1
chr1	16861920	16861991	+	TRG-CCC1-2	TRG-CCC1-2	1
chr1	16867227	16873330	-	LOC124903860	LOC124903860	1
chr1	16872225	16874096	+	LOC112267871	LOC112267871	2
chr1	16872582	16872654	+	TRE-TTC3-1	TRE-TTC3-1	1
chr1	16873707	16873851	+	RNU1-5P	RNU1-5P	1
chr1	16887334	16889613	+	LOC107985101	LOC107985101	1
chr1	16888537	16889666	-	LOC105376805	LOC105376805	4
chr1	16889676	16889750	+	TRN-GTT4-1	TRN-GTT4-1	1
chr1	16895979	16896143	+	RNU1-2	RNU1-2	1
chr1	16914084	16972964	+	CROCC	CROCC	9
chr1	16974501	16981583	-	MFAP2	MFAP2	5
chr1	16975860	16977795	+	LOC105376806	LOC105376806	1
chr1	16985957	17011928	-	ATP13A2	ATP13A2	43
chr1	17018721	17054032	-	SDHB	SDHB	1
chr1	17066760	17119451	-	PADI2	PADI2	3
chr1	17111775	17113845	+	LOC124903861	LOC124903861	1
chr1	17135664	17138955	+	LOC105376808	LOC105376808	1
chr1	17189788	17196387	+	LINC02783	LINC02783	1
chr1	17205127	17246007	+	PADI1	PADI1	9
chr1	17249097	17284233	+	PADI3	PADI3	4
chr1	17277888	17277975	+	MIR3972	MIR3972	1
chr1	17308196	17364004	+	PADI4	PADI4	9
chr1	17372195	17401699	+	PADI6	PADI6	1
chr1	17406759	17439677	-	RCC2	RCC2	2
chr1	17406760	17407382	+	RCC2-AS1	RCC2-AS1	1
chr1	17440135	17441543	-	LOC124903862	LOC124903862	1
chr1	17449762	17449863	+	LOC124904837	LOC124904837	1
chr1	17513434	17697875	+	ARHGEF10L	ARHGEF10L	43
chr1	17717195	17722347	+	LINC02810	LINC02810	5
chr1	17755332	17827063	+	ACTL8	ACTL8	2
chr1	18000469	18010489	-	LOC105376809	LOC105376809	3
chr1	18043753	18052375	+	LOC105376812	LOC105376812	1
chr1	18065656	18074412	+	LINC01654	LINC01654	1
chr1	18107797	18378483	+	IGSF21	IGSF21	4
chr1	18160052	18176036	-	IGSF21-AS1	IGSF21-AS1	5
chr1	18262566	18263470	-	LOC124903864	LOC124903864	1
chr1	18289107	18298331	-	LOC124903863	LOC124903863	1
chr1	18385742	18389040	+	LOC124903865	LOC124903865	1
chr1	18480929	18485974	+	KLHDC7A	KLHDC7A	1
chr1	18513007	18513395	+	DYNLL1P3	DYNLL1P3	1
chr1	18630845	18748866	+	PAX7	PAX7	3
chr1	18839598	18859660	-	TAS1R2	TAS1R2	1
chr1	18871429	18902555	-	ALDH4A1	ALDH4A1	4
chr1	18883201	18883275	-	MIR4695	MIR4695	1
chr1	18897070	18897148	-	MIR1290	MIR1290	1
chr1	18902112	18903371	+	LOC124903866	LOC124903866	1
chr1	18904279	18956676	-	IFFO2	IFFO2	3
chr1	18968193	19051428	-	LOC105376815	LOC105376815	3
chr1	19074509	19210266	-	UBR4	UBR4	50
chr1	19210385	19240704	+	EMC1-AS1	EMC1-AS1	2
chr1	19215659	19251524	-	EMC1	EMC1	6
chr1	19251804	19260128	+	MRTO4	MRTO4	2
chr1	19265981	19274122	-	AKR7L	AKR7L	2
chr1	19274228	19288770	-	AKR7A3	AKR7A3	3
chr1	19288059	19305348	+	LOC124903867	LOC124903867	1
chr1	19293246	19295736	-	LOC100506730	LOC100506730	1
chr1	19302707	19312146	-	AKR7A2	AKR7A2	3
chr1	19305076	19305181	-	RNU6-1099P	RNU6-1099P	1
chr1	19312325	19334463	+	SLC66A1	SLC66A1	14
chr1	19338774	19485539	-	CAPZB	CAPZB	12
chr1	19408689	19416406	+	LOC124903868	LOC124903868	1
chr1	19424383	19424599	+	RN7SL277P	RN7SL277P	1
chr1	19439897	19446536	+	LOC124903869	LOC124903869	1
chr1	19484519	19531787	+	LOC105376819	LOC105376819	4
chr1	19509889	19512483	-	LOC105376818	LOC105376818	1
chr1	19510592	19510733	+	RNU4-28P	RNU4-28P	1
chr1	19512539	19529845	-	LOC105376817	LOC105376817	1
chr1	19532169	19532274	-	LOC124904816	LOC124904816	1
chr1	19591801	19596832	-	MICOS10-DT	MICOS10-DT	1
chr1	19596978	19629820	+	MICOS10	MICOS10	5
chr1	19596978	19658452	+	MICOS10-NBL1	MICOS10-NBL1	2
chr1	19607806	19608644	+	RPS14P3	RPS14P3	1
chr1	19643228	19658452	+	NBL1	NBL1	8
chr1	19664874	19680966	+	HTR6	HTR6	1
chr1	19682239	19799916	-	TMCO4	TMCO4	17
chr1	19814028	19815283	-	RNF186	RNF186	1
chr1	19860210	19889164	-	LOC105376823	LOC105376823	2
chr1	19882394	19912945	+	OTUD3	OTUD3	7
chr1	19920008	19923617	-	PLA2G2E	PLA2G2E	1
chr1	19970968	19971269	+	RN7SL304P	RN7SL304P	1
chr1	19975430	19980434	-	PLA2G2A	PLA2G2A	8
chr1	20028407	20091911	+	PLA2G5	PLA2G5	17
chr1	20038929	20039444	+	LOC100419911	LOC100419911	1
chr1	20111938	20119536	-	PLA2G2D	PLA2G2D	2
chr1	20139322	20150381	+	PLA2G2F	PLA2G2F	4
chr1	20154213	20160568	+	LOC117779438	LOC117779438	2
chr1	20163054	20186518	-	PLA2G2C	PLA2G2C	4
chr1	20183330	20196050	+	UBXN10	UBXN10	3
chr1	20197305	20202827	+	LOC105376825	LOC105376825	1
chr1	20210714	20213349	-	LOC105376826	LOC105376826	2
chr1	20243094	20244655	+	LINC01757	LINC01757	1
chr1	20271603	20274507	+	LOC105376828	LOC105376828	3
chr1	20290874	20359518	+	VWA5B1	VWA5B1	15
chr1	20339508	20340787	+	LOC124903870	LOC124903870	1
chr1	20359800	20428794	-	LINC01141	LINC01141	1
chr1	20476221	20478793	+	LOC124903871	LOC124903871	1
chr1	20482390	20486210	-	CAMK2N1	CAMK2N1	1
chr1	20499447	20508151	-	MUL1	MUL1	2
chr1	20525951	20526814	+	RPS4XP4	RPS4XP4	1
chr1	20552572	20555020	+	FAM43B	FAM43B	1
chr1	20589096	20618903	+	CDA	CDA	1
chr1	20633457	20651511	+	PINK1	PINK1	1
chr1	20633678	20633788	+	MIR6084	MIR6084	1
chr1	20642656	20652193	-	PINK1-AS	PINK1-AS	1
chr1	20651776	20661369	-	DDOST	DDOST	1
chr1	20661629	20718007	-	KIF17	KIF17	20
chr1	20719730	20732703	-	SH2D5	SH2D5	5
chr1	20740265	20787307	-	HP1BP3	HP1BP3	18
chr1	20806291	21176897	-	EIF4G3	EIF4G3	63
chr1	20841240	20841302	+	RNU7-200P	RNU7-200P	1
chr1	20903704	20919273	+	LOC105376830	LOC105376830	2
chr1	20919270	20932636	+	LOC105376829	LOC105376829	2
chr1	20988313	20988432	-	MIR1256	MIR1256	1
chr1	21003510	21003964	-	RPS15AP6	RPS15AP6	1
chr1	21161474	21162081	+	HSPE1P27	HSPE1P27	1
chr1	21217249	21345504	-	ECE1	ECE1	8
chr1	21262082	21267251	+	LOC124903872	LOC124903872	1
chr1	21293289	21299869	+	ECE1-AS1	ECE1-AS1	1
chr1	21397799	21398562	+	PPP1R11P1	PPP1R11P1	1
chr1	21411455	21411990	-	PDE4DIPP10	PDE4DIPP10	1
chr1	21412666	21416543	-	LOC105376832	LOC105376832	2
chr1	21423107	21427960	-	NBPF2P	NBPF2P	1
chr1	21428067	21432220	+	HS6ST1P1	HS6ST1P1	1
chr1	21434319	21436826	+	CROCCP5	CROCCP5	1
chr1	21436788	21484900	+	NBPF3	NBPF3	15
chr1	21459423	21460202	-	PFN1P10	PFN1P10	1
chr1	21508983	21578410	+	ALPL	ALPL	7
chr1	21586447	21591187	+	LINC02596	LINC02596	1
chr1	21596220	21669357	-	RAP1GAP	RAP1GAP	121
chr1	21678297	21783149	-	USP48	USP48	18
chr1	21741139	21741195	+	LOC124904736	LOC124904736	1
chr1	21812264	21825225	+	LDLRAD2	LDLRAD2	1
chr1	21822243	21937310	-	HSPG2	HSPG2	9
chr1	21908057	21908614	+	RPL21P29	RPL21P29	1
chr1	21977021	21998642	+	CELA3B	CELA3B	5
chr1	21987480	21987777	+	RN7SL386P	RN7SL386P	1
chr1	21987815	21987919	+	RNU6-1022P	RNU6-1022P	1
chr1	22001656	22012542	+	CELA3A	CELA3A	1
chr1	22010649	22010946	+	RN7SL186P	RN7SL186P	1
chr1	22010984	22011088	+	RNU6-776P	RNU6-776P	1
chr1	22023993	22026048	-	LINC01635	LINC01635	1
chr1	22025190	22031224	+	LINC00339	LINC00339	6
chr1	22052708	22101360	+	CDC42	CDC42	3
chr1	22066112	22068827	-	LOC124903873	LOC124903873	1
chr1	22117312	22143097	-	WNT4	WNT4	3
chr1	22140952	22157385	+	LOC105376845	LOC105376845	7
chr1	22163342	22175759	+	LOC105376850	LOC105376850	1
chr1	22252564	22257967	+	LOC107985377	LOC107985377	1
chr1	22266238	22266300	+	MIR4418	MIR4418	1
chr1	22416330	22418964	-	LOC105376856	LOC105376856	1
chr1	22428908	22531154	+	ZBTB40	ZBTB40	7
chr1	22563488	22603595	+	EPHA8	EPHA8	8
chr1	22633257	22633366	-	MIR6127	MIR6127	1
chr1	22636462	22639678	+	C1QA	C1QA	3
chr1	22643632	22648108	+	C1QC	C1QC	4
chr1	22653235	22661637	+	C1QB	C1QB	3
chr1	22710837	22921500	+	EPHB2	EPHB2	7
chr1	22719516	22719598	+	MIR4684	MIR4684	1
chr1	22863158	22863226	-	MIR4253	MIR4253	1
chr1	22883512	22889560	-	LOC124903874	LOC124903874	2
chr1	22953042	22972866	-	LACTBL1	LACTBL1	1
chr1	23010833	23015852	-	TEX46	TEX46	1
chr1	23019467	23083689	+	KDM1A	KDM1A	9
chr1	23044304	23044372	+	MIR3115	MIR3115	1
chr1	23083641	23178122	-	LUZP1	LUZP1	11
chr1	23162703	23162810	+	RNU6-514P	RNU6-514P	1
chr1	23163952	23164053	+	RNU6-135P	RNU6-135P	1
chr1	23191894	23217502	-	HTR1D	HTR1D	1
chr1	23244728	23245346	+	RPL29P6	RPL29P6	1
chr1	23281308	23285518	-	LINC01355	LINC01355	1
chr1	23304687	23344284	-	HNRNPR	HNRNPR	23
chr1	23359447	23369836	-	ZNF436	ZNF436	3
chr1	23368970	23371839	+	ZNF436-AS1	ZNF436-AS1	2
chr1	23380908	23424748	-	TCEA3	TCEA3	7
chr1	23424865	23428983	+	LOC124903875	LOC124903875	1
chr1	23428562	23484631	-	ASAP3	ASAP3	9
chr1	23505211	23531233	-	E2F2	E2F2	10
chr1	23521929	23528419	+	LOC101928163	LOC101928163	1
chr1	23539882	23573700	+	LOC124903876	LOC124903876	2
chr1	23549138	23554956	-	LOC105376859	LOC105376859	3
chr1	23557925	23559501	-	ID3	ID3	1
chr1	23576435	23577707	-	LOC107984928	LOC107984928	2
chr1	23627333	23640568	+	MDS2	MDS2	10
chr1	23670776	23671244	+	EEF1A1P48	EEF1A1P48	1
chr1	23691778	23696835	+	RPL11	RPL11	2
chr1	23743470	23762059	+	ELOA	ELOA	1
chr1	23760381	23778297	-	ELOA-AS1	ELOA-AS1	1
chr1	23778417	23788232	+	PITHD1	PITHD1	2
chr1	23790613	23793532	-	LOC105376860	LOC105376860	1
chr1	23791144	23795539	+	LYPLA2	LYPLA2	2
chr1	23795598	23800754	-	GALE	GALE	3
chr1	23801884	23825429	-	HMGCL	HMGCL	2
chr1	23825539	23838636	-	LOC105376861	LOC105376861	1
chr1	23845076	23868290	-	FUCA1	FUCA1	5
chr1	23870514	23913362	-	CNR2	CNR2	4
chr1	23882254	23882352	+	LOC124904841	LOC124904841	1
chr1	23901048	23903008	-	BTBD6P1	BTBD6P1	1
chr1	23929069	23929147	+	MIR378F	MIR378F	1
chr1	23948808	23958114	-	LOC124903877	LOC124903877	1
chr1	23949015	23949383	-	H3P1	H3P1	1
chr1	23959163	23963462	+	PNRC2	PNRC2	2
chr1	23964346	23980327	-	SRSF10	SRSF10	10
chr1	23987407	23987788	-	LOC105378615	LOC105378615	1
chr1	24007833	24008554	-	RPL36P5	RPL36P5	1
chr1	24010516	24028975	+	LOC105376863	LOC105376863	1
chr1	24042273	24064129	+	LOC107984931	LOC107984931	1
chr1	24056040	24112135	-	MYOM3	MYOM3	1
chr1	24066761	24083355	+	MYOM3-AS1	MYOM3-AS1	1
chr1	24096045	24097974	+	LOC124903878	LOC124903878	1
chr1	24098705	24103931	+	LOC105376864	LOC105376864	1
chr1	24119770	24143140	-	IL22RA1	IL22RA1	1
chr1	24151433	24160458	+	LOC124903879	LOC124903879	1
chr1	24154167	24187289	-	IFNLR1	IFNLR1	5
chr1	24200239	24211690	+	LINC02800	LINC02800	1
chr1	24305927	24321950	-	GRHL3-AS1	GRHL3-AS1	3
chr1	24319356	24364482	+	GRHL3	GRHL3	6
chr1	24356998	24415044	-	STPG1	STPG1	6
chr1	24413523	24472983	+	NIPAL3	NIPAL3	23
chr1	24496253	24502382	-	RCAN3AS	RCAN3AS	4
chr1	24502343	24541040	+	RCAN3	RCAN3	10
chr1	24539273	24556024	-	NCMAP-DT	NCMAP-DT	1
chr1	24556086	24609328	+	NCMAP	NCMAP	3
chr1	24563596	24563971	+	RPL26P8	RPL26P8	1
chr1	24643301	24673281	+	SRRM1	SRRM1	73
chr1	24666982	24667087	-	LOC124904829	LOC124904829	1
chr1	24745446	24844321	+	CLIC4	CLIC4	1
chr1	24777872	24777979	-	RNU6-1208P	RNU6-1208P	1
chr1	24857081	24865738	+	LOC105376876	LOC105376876	1
chr1	24899510	24965138	-	RUNX3	RUNX3	6
chr1	24919344	24919416	-	MIR6731	MIR6731	1
chr1	24932245	24964708	+	RUNX3-AS1	RUNX3-AS1	7
chr1	25023502	25023586	+	MIR4425	MIR4425	1
chr1	25041166	25048867	+	LINC02793	LINC02793	1
chr1	25124892	25125457	-	IFITM3P7	IFITM3P7	1
chr1	25131163	25132919	-	LOC124903880	LOC124903880	1
chr1	25222275	25232502	-	SYF2	SYF2	2
chr1	25232588	25240273	+	LOC124903881	LOC124903881	2
chr1	25242248	25338254	-	RSRP1	RSRP1	20
chr1	25269458	25274624	-	LOC105376882	LOC105376882	1
chr1	25272485	25330445	+	RHD	RHD	9
chr1	25293357	25294669	-	SDHDP6	SDHDP6	1
chr1	25338333	25362361	+	TMEM50A	TMEM50A	4
chr1	25340970	25341034	+	LOC124904723	LOC124904723	1
chr1	25346273	25346377	-	LOC124904823	LOC124904823	1
chr1	25362248	25430203	-	RHCE	RHCE	11
chr1	25398694	25400004	+	SDHDP7	SDHDP7	1
chr1	25430896	25500209	+	MACO1	MACO1	3
chr1	25543605	25590400	+	LDLRAP1	LDLRAP1	16
chr1	25616790	25784450	+	MAN1C1	MAN1C1	6
chr1	25800192	25818221	+	SELENON	SELENON	2
chr1	25819953	25823606	-	LOC646471	LOC646471	1
chr1	25819953	25832938	+	MTFR1L	MTFR1L	4
chr1	25831905	25859457	-	AUNIP	AUNIP	3
chr1	25861483	25875708	-	PAQR7	PAQR7	4
chr1	25884178	25906880	-	STMN1	STMN1	4
chr1	25887329	25887702	+	SNRPFP2	SNRPFP2	1
chr1	25888916	25889304	+	RPL39P7	RPL39P7	1
chr1	25906361	25906454	-	MIR3917	MIR3917	1
chr1	25906549	25908243	+	LOC105376885	LOC105376885	1
chr1	25959766	25998063	-	PAFAH2	PAFAH2	6
chr1	25964196	25964300	+	RNU6-110P	RNU6-110P	1
chr1	26006215	26006299	+	LOC124900433	LOC124900433	1
chr1	26021774	26036464	+	EXTL1	EXTL1	3
chr1	26037251	26046118	-	SLC30A2	SLC30A2	2
chr1	26048257	26050654	+	LOC105376910	LOC105376910	1
chr1	26051300	26067630	-	TRIM63	TRIM63	1
chr1	26111161	26125555	+	PDIK1L	PDIK1L	3
chr1	26159078	26163962	+	FAM110D	FAM110D	1
chr1	26164100	26168963	-	C1orf232	C1orf232	2
chr1	26169520	26171832	-	ZNF593OS	ZNF593OS	1
chr1	26169907	26170873	+	ZNF593	ZNF593	1
chr1	26177490	26189884	+	CNKSR1	CNKSR1	3
chr1	26190601	26202964	+	CATSPER4	CATSPER4	3
chr1	26218885	26219534	-	LOC100420494	LOC100420494	1
chr1	26224598	26225297	-	LOC124903882	LOC124903882	1
chr1	26225319	26229840	+	ZPLD2P	ZPLD2P	1
chr1	26234199	26278808	+	CEP85	CEP85	8
chr1	26246753	26246847	+	LOC124904684	LOC124904684	1
chr1	26263034	26263398	-	MRPS6P1	MRPS6P1	1
chr1	26280085	26281522	+	SH3BGRL3	SH3BGRL3	1
chr1	26282281	26318355	-	UBXN11	UBXN11	5
chr1	26317957	26320523	+	CD52	CD52	1
chr1	26321864	26354130	-	CRYBG2	CRYBG2	5
chr1	26326640	26327042	+	RPL34P4	RPL34P4	1
chr1	26361633	26374518	-	ZNF683	ZNF683	12
chr1	26410816	26429728	+	LIN28A	LIN28A	2
chr1	26430754	26432237	-	LOC124903883	LOC124903883	1
chr1	26432320	26471306	+	DHDDS	DHDDS	20
chr1	26454595	26455207	-	RPL17P9	RPL17P9	1
chr1	26462755	26467537	-	DHDDS-AS1	DHDDS-AS1	2
chr1	26472439	26476642	+	HMGN2	HMGN2	1
chr1	26519116	26520264	-	DPPA2P2	DPPA2P2	1
chr1	26529119	26531398	-	LOC124903884	LOC124903884	1
chr1	26529760	26575025	+	RPS6KA1	RPS6KA1	5
chr1	26554541	26554593	+	MIR1976	MIR1976	1
chr1	26593244	26593546	-	RN7SL679P	RN7SL679P	1
chr1	26602368	26602432	-	LOC124904769	LOC124904769	1
chr1	26642285	26642389	-	LOC124904813	LOC124904813	1
chr1	26689181	26690812	+	LOC105376888	LOC105376888	1
chr1	26691907	26696405	-	LOC124900417	LOC124900417	1
chr1	26691909	26694131	-	LOC101928728	LOC101928728	1
chr1	26696014	26782104	+	ARID1A	ARID1A	2
chr1	26787053	26800659	+	PIGV	PIGV	12
chr1	26814821	26815112	+	RN7SL165P	RN7SL165P	1
chr1	26826687	26857604	+	ZDHHC18	ZDHHC18	1
chr1	26863148	26864456	+	SFN	SFN	1
chr1	26876131	26890283	-	GPN2	GPN2	1
chr1	26890487	26900467	-	GPATCH3	GPATCH3	2
chr1	26900160	26946871	+	NUDC	NUDC	5
chr1	26911488	26913975	-	NR0B2	NR0B2	2
chr1	26949561	26960468	-	KDF1	KDF1	3
chr1	26980079	26981023	+	RPL12P13	RPL12P13	1
chr1	26983594	26984079	+	RPL32P6	RPL32P6	1
chr1	26985756	26986343	-	OSTCP2	OSTCP2	1
chr1	26993691	27000886	+	TRNP1	TRNP1	2
chr1	27005019	27012850	-	TENT5B	TENT5B	1
chr1	27031757	27065585	+	LOC101928391	LOC101928391	6
chr1	27098808	27155125	-	SLC9A1	SLC9A1	4
chr1	27157560	27160468	+	LOC102723760	LOC102723760	1
chr1	27176710	27177330	+	RPL18AP5	RPL18AP5	1
chr1	27200635	27201599	-	CHCHD3P3	CHCHD3P3	1
chr1	27206913	27207875	+	NPM1P39	NPM1P39	1
chr1	27211194	27211481	+	SNRPEP7	SNRPEP7	1
chr1	27229630	27234429	-	WDTC1-DT	WDTC1-DT	2
chr1	27234440	27308636	+	WDTC1	WDTC1	10
chr1	27322162	27336400	+	TMEM222	TMEM222	6
chr1	27323873	27326525	+	ACTG1P20	ACTG1P20	1
chr1	27325218	27325324	+	RNU6-48P	RNU6-48P	1
chr1	27342021	27353932	+	SYTL1	SYTL1	7
chr1	27355183	27366961	-	MAP3K6	MAP3K6	6
chr1	27369109	27374824	-	FCN3	FCN3	2
chr1	27379175	27383333	-	CD164L2	CD164L2	4
chr1	27392621	27395814	+	GPR3	GPR3	1
chr1	27404229	27490167	-	WASF2	WASF2	2
chr1	27525776	27530720	+	LOC105376892	LOC105376892	1
chr1	27534244	27604227	-	AHDC1	AHDC1	26
chr1	27612063	27635185	-	FGR	FGR	3
chr1	27649378	27649940	+	LOC729973	LOC729973	1
chr1	27660327	27662722	-	LINC02574	LINC02574	1
chr1	27666063	27672192	-	IFI6	IFI6	3
chr1	27675602	27675709	-	RNU6-949P	RNU6-949P	1
chr1	27686808	27687440	-	CHMP1AP1	CHMP1AP1	1
chr1	27693730	27693835	+	RNU6-424P	RNU6-424P	1
chr1	27725960	27763116	+	FAM76A	FAM76A	6
chr1	27739929	27740832	+	RPEP3	RPEP3	1
chr1	27773218	27824443	+	STX12	STX12	1
chr1	27824537	27824643	+	RNU6-1245P	RNU6-1245P	1
chr1	27827810	27831783	-	LOC124903885	LOC124903885	1
chr1	27830781	27851676	+	PPP1R8	PPP1R8	3
chr1	27834400	27834566	+	SCARNA1	SCARNA1	1
chr1	27872543	27886675	+	THEMIS2	THEMIS2	9
chr1	27891523	27914797	-	RPA2	RPA2	7
chr1	27934999	27959152	+	SMPDL3B	SMPDL3B	4
chr1	27959972	27968093	+	XKR8	XKR8	5
chr1	27970343	28088610	-	EYA3	EYA3	17
chr1	28031883	28032180	-	RN7SL559P	RN7SL559P	1
chr1	28095034	28096442	-	SPCS2P4	SPCS2P4	1
chr1	28120833	28121467	-	LOC100131223	LOC100131223	1
chr1	28142736	28142841	-	RNU6-176P	RNU6-176P	1
chr1	28144155	28144214	-	RNU7-29P	RNU7-29P	1
chr1	28147165	28193856	-	PTAFR	PTAFR	4
chr1	28200277	28233029	-	DNAJC8	DNAJC8	2
chr1	28236123	28238100	+	ATP5IF1	ATP5IF1	3
chr1	28259517	28282491	+	SESN2	SESN2	2
chr1	28329039	28335965	+	MED18	MED18	3
chr1	28369739	28500364	+	PHACTR4	PHACTR4	6
chr1	28481361	28481480	+	RNU6ATAC27P	RNU6ATAC27P	1
chr1	28505942	28510892	+	SNHG3	SNHG3	2
chr1	28506042	28538989	+	RCC1	RCC1	6
chr1	28507364	28507571	+	SNORA73A	SNORA73A	1
chr1	28508557	28508762	+	SNORA73B	SNORA73B	1
chr1	28517475	28517575	+	LOC124904836	LOC124904836	1
chr1	28526357	28527238	-	PRDX3P2	PRDX3P2	1
chr1	28553084	28578545	+	TRNAU1AP	TRNAU1AP	2
chr1	28578537	28582983	-	SNHG12	SNHG12	8
chr1	28578742	28578822	-	SNORD99	SNORD99	1
chr1	28579763	28579893	-	SNORA61	SNORA61	1
